tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P
5018331,26100.0,26107.0,26166.0,26198.0,26245.0,26284.0,26355.0,26510.0,26581.0,26660.0,26824.0,26966.0,27012.0,27059.0,27084.0,27115.0,27158.0,27199.0,27243.0,27293.0,27324.0,27369.0,27399.0,27427.0,27475.0,27509.0,27549.0,27589.0,27634.0,27667.0,27706.0,27741.0,27761.0,27786.0,27831.0,27846.0,27920.0,27942.0,27958.0,27998.0
5018333,60300.0,60310.0,60392.0,60437.0,60503.0,60557.0,60656.0,60966.0,61108.0,61209.0,61376.0,61519.0,61591.0,61665.0,61710.0,61766.0,61843.0,61914.0,61967.0,62029.0,62088.0,62173.0,62230.0,62283.0,62372.0,62428.0,62492.0,62556.0,62629.0,62683.0,62747.0,62800.0,62830.0,62868.0,62938.0,62961.0,63025.0,63065.0,63093.0,63140.0
5018335,67500.0,67513.0,67615.0,67671.0,67753.0,67821.0,67942.0,68302.0,68467.0,68574.0,68772.0,68943.0,69020.0,69098.0,69142.0,69196.0,69271.0,69341.0,69392.0,69450.0,69495.0,69560.0,69604.0,69645.0,69713.0,69766.0,69827.0,69888.0,69957.0,70006.0,70068.0,70119.0,70147.0,70183.0,70249.0,70272.0,70325.0,70360.0,70385.0,70431.0
5018553,21600.0,21604.0,21634.0,21651.0,21676.0,21696.0,21732.0,21869.0,21932.0,21986.0,22062.0,22128.0,22144.0,22160.0,22175.0,22194.0,22220.0,22243.0,22268.0,22297.0,22314.0,22339.0,22356.0,22371.0,22397.0,22425.0,22457.0,22489.0,22526.0,22552.0,22592.0,22619.0,22634.0,22653.0,22688.0,22699.0,22721.0,22747.0,22766.0,22802.0
5018555,27900.0,27904.0,27939.0,27958.0,27986.0,28009.0,28051.0,28175.0,28232.0,28279.0,28341.0,28395.0,28411.0,28427.0,28442.0,28461.0,28487.0,28511.0,28542.0,28577.0,28597.0,28626.0,28646.0,28664.0,28696.0,28732.0,28774.0,28816.0,28864.0,28899.0,28940.0,28962.0,28974.0,28990.0,29019.0,29029.0,29048.0,29063.0,29074.0,29103.0
5018557,34200.0,34206.0,34254.0,34280.0,34319.0,34351.0,34408.0,34589.0,34672.0,34736.0,34841.0,34932.0,34951.0,34970.0,34996.0,35029.0,35074.0,35116.0,35147.0,35182.0,35210.0,35250.0,35277.0,35302.0,35343.0,35378.0,35418.0,35458.0,35504.0,35537.0,35584.0,35616.0,35634.0,35657.0,35699.0,35713.0,35763.0,35783.0,35797.0,35842.0
5018559,40200.0,40209.0,40281.0,40321.0,40379.0,40427.0,40512.0,40713.0,40806.0,40876.0,40993.0,41094.0,41127.0,41161.0,41195.0,41238.0,41297.0,41352.0,41392.0,41439.0,41473.0,41522.0,41555.0,41585.0,41636.0,41676.0,41722.0,41768.0,41821.0,41859.0,41913.0,41949.0,41969.0,41994.0,42041.0,42057.0,42095.0,42118.0,42134.0,42183.0
5018561,46200.0,46209.0,46278.0,46316.0,46372.0,46418.0,46499.0,46731.0,46837.0,46935.0,47074.0,47193.0,47225.0,47257.0,47290.0,47331.0,47388.0,47440.0,47486.0,47540.0,47579.0,47635.0,47673.0,47708.0,47766.0,47807.0,47855.0,47902.0,47956.0,47996.0,48044.0,48084.0,48106.0,48134.0,48186.0,48204.0,48247.0,48275.0,48295.0,48334.0
5018563,52200.0,52209.0,52278.0,52316.0,52372.0,52418.0,52499.0,52731.0,52837.0,52935.0,53074.0,53193.0,53225.0,53257.0,53290.0,53331.0,53388.0,53440.0,53486.0,53540.0,53579.0,53635.0,53673.0,53708.0,53766.0,53807.0,53855.0,53902.0,53956.0,53996.0,54044.0,54084.0,54106.0,54134.0,54186.0,54204.0,54247.0,54275.0,54295.0,54334.0
5018648,82800.0,82808.0,82870.0,82904.0,82954.0,82995.0,83070.0,83370.0,83508.0,83601.0,83755.0,83887.0,83929.0,83972.0,84003.0,84041.0,84094.0,84144.0,84180.0,84221.0,84250.0,84291.0,84319.0,84345.0,84388.0,84436.0,84492.0,84548.0,84612.0,84658.0,84698.0,84738.0,84761.0,84790.0,84843.0,84861.0,84894.0,84921.0,84940.0,84979.0
5083598,41400.0,41409.0,41481.0,41521.0,41579.0,41627.0,41713.0,41866.0,41936.0,41999.0,42081.0,42152.0,42197.0,42243.0,42271.0,42305.0,42352.0,42396.0,42429.0,42466.0,42488.0,42520.0,42541.0,42561.0,42595.0,42631.0,42673.0,42715.0,42763.0,42798.0,42832.0,42866.0,42885.0,42909.0,42953.0,42968.0,43007.0,43027.0,43042.0,43078.0
5083600,46800.0,46809.0,46884.0,46926.0,46987.0,47037.0,47127.0,47374.0,47487.0,47563.0,47676.0,47773.0,47808.0,47843.0,47874.0,47913.0,47966.0,48016.0,48049.0,48087.0,48116.0,48157.0,48185.0,48211.0,48254.0,48290.0,48331.0,48372.0,48419.0,48452.0,48496.0,48530.0,48549.0,48573.0,48617.0,48631.0,48667.0,48690.0,48706.0,48744.0
5083602,52200.0,52209.0,52284.0,52326.0,52387.0,52437.0,52527.0,52774.0,52887.0,52963.0,53076.0,53173.0,53208.0,53243.0,53274.0,53313.0,53366.0,53416.0,53449.0,53487.0,53516.0,53557.0,53585.0,53611.0,53654.0,53690.0,53731.0,53772.0,53819.0,53852.0,53896.0,53930.0,53949.0,53973.0,54017.0,54031.0,54067.0,54090.0,54106.0,54144.0
5083604,57600.0,57609.0,57680.0,57719.0,57777.0,57824.0,57910.0,58142.0,58249.0,58346.0,58489.0,58612.0,58656.0,58701.0,58740.0,58788.0,58854.0,58915.0,58954.0,58999.0,59031.0,59077.0,59108.0,59137.0,59185.0,59228.0,59277.0,59326.0,59382.0,59423.0,59471.0,59509.0,59531.0,59558.0,59608.0,59625.0,59648.0,59676.0,59696.0,59733.0
5083606,63000.0,63008.0,63072.0,63107.0,63159.0,63201.0,63278.0,63473.0,63563.0,63690.0,63822.0,63935.0,63962.0,63990.0,64022.0,64062.0,64118.0,64170.0,64222.0,64283.0,64307.0,64342.0,64365.0,64387.0,64424.0,64456.0,64494.0,64531.0,64574.0,64605.0,64638.0,64672.0,64691.0,64715.0,64760.0,64775.0,64817.0,64844.0,64864.0,64893.0
5083608,68400.0,68407.0,68465.0,68497.0,68544.0,68582.0,68651.0,68866.0,68965.0,69050.0,69190.0,69310.0,69344.0,69379.0,69409.0,69446.0,69497.0,69544.0,69585.0,69632.0,69660.0,69700.0,69727.0,69752.0,69796.0,69831.0,69871.0,69911.0,69957.0,69990.0,70025.0,70061.0,70081.0,70107.0,70154.0,70171.0,70198.0,70217.0,70231.0,70267.0
5083610,73800.0,73807.0,73865.0,73897.0,73944.0,73982.0,74051.0,74266.0,74365.0,74450.0,74590.0,74710.0,74744.0,74779.0,74809.0,74846.0,74897.0,74944.0,74985.0,75032.0,75060.0,75100.0,75127.0,75152.0,75196.0,75231.0,75271.0,75311.0,75357.0,75390.0,75425.0,75461.0,75481.0,75507.0,75554.0,75571.0,75598.0,75617.0,75631.0,75667.0
5083612,79200.0,79205.0,79242.0,79263.0,79293.0,79318.0,79362.0,79611.0,79725.0,79796.0,79913.0,80013.0,80046.0,80079.0,80103.0,80133.0,80174.0,80212.0,80238.0,80268.0,80293.0,80328.0,80352.0,80374.0,80411.0,80449.0,80493.0,80537.0,80587.0,80622.0,80658.0,80697.0,80719.0,80747.0,80798.0,80815.0,80850.0,80877.0,80897.0,80931.0
5083614,84600.0,84605.0,84642.0,84663.0,84693.0,84718.0,84762.0,85011.0,85125.0,85196.0,85313.0,85413.0,85446.0,85479.0,85503.0,85533.0,85574.0,85612.0,85638.0,85668.0,85693.0,85728.0,85752.0,85774.0,85811.0,85849.0,85893.0,85937.0,85987.0,86022.0,86058.0,86097.0,86119.0,86147.0,86198.0,86215.0,86250.0,86277.0,86297.0,86331.0
5083876,33000.0,33011.0,33100.0,33149.0,33221.0,33280.0,33387.0,33686.0,33824.0,33898.0,34052.0,34185.0,34221.0,34258.0,34285.0,34318.0,34364.0,34406.0,34440.0,34480.0,34508.0,34548.0,34575.0,34600.0,34643.0,34682.0,34728.0,34773.0,34825.0,34863.0,34903.0,34938.0,34958.0,34983.0,35029.0,35043.0,35075.0,35097.0,35113.0,35151.0
5083878,40200.0,40208.0,40269.0,40303.0,40352.0,40392.0,40465.0,40730.0,40851.0,40935.0,41081.0,41206.0,41242.0,41278.0,41312.0,41354.0,41412.0,41467.0,41502.0,41543.0,41574.0,41618.0,41648.0,41676.0,41721.0,41763.0,41812.0,41861.0,41916.0,41956.0,42000.0,42034.0,42053.0,42077.0,42121.0,42136.0,42174.0,42198.0,42216.0,42254.0
5083880,47400.0,47408.0,47470.0,47504.0,47554.0,47595.0,47670.0,47906.0,48015.0,48109.0,48248.0,48368.0,48415.0,48462.0,48500.0,48547.0,48612.0,48673.0,48715.0,48763.0,48807.0,48870.0,48913.0,48953.0,49020.0,49070.0,49128.0,49186.0,49252.0,49300.0,49351.0,49393.0,49417.0,49447.0,49502.0,49520.0,49572.0,49604.0,49627.0,49668.0
5083882,54600.0,54610.0,54689.0,54733.0,54797.0,54849.0,54942.0,55240.0,55377.0,55474.0,55634.0,55772.0,55841.0,55912.0,55955.0,56008.0,56082.0,56151.0,56203.0,56262.0,56319.0,56400.0,56455.0,56506.0,56592.0,56646.0,56708.0,56770.0,56841.0,56891.0,56953.0,57004.0,57033.0,57069.0,57136.0,57159.0,57221.0,57259.0,57286.0,57331.0
5083884,62100.0,62111.0,62202.0,62252.0,62325.0,62385.0,62494.0,62912.0,63104.0,63219.0,63408.0,63570.0,63686.0,63805.0,63851.0,63908.0,63986.0,64058.0,64110.0,64171.0,64228.0,64310.0,64365.0,64416.0,64504.0,64558.0,64620.0,64682.0,64753.0,64804.0,64865.0,64917.0,64946.0,64983.0,65051.0,65075.0,65128.0,65165.0,65191.0,65234.0
5085875,28800.0,28810.0,28893.0,28939.0,29007.0,29062.0,29163.0,29484.0,29631.0,29707.0,29879.0,30027.0,30072.0,30118.0,30147.0,30183.0,30232.0,30278.0,30319.0,30366.0,30399.0,30446.0,30478.0,30507.0,30556.0,30602.0,30655.0,30708.0,30769.0,30814.0,30859.0,30893.0,30912.0,30936.0,30981.0,30997.0,31046.0,31069.0,31086.0,31130.0
5085877,36600.0,36608.0,36669.0,36703.0,36752.0,36792.0,36865.0,37130.0,37251.0,37335.0,37481.0,37606.0,37642.0,37678.0,37712.0,37754.0,37812.0,37867.0,37902.0,37943.0,37974.0,38018.0,38048.0,38076.0,38121.0,38163.0,38212.0,38261.0,38316.0,38356.0,38400.0,38434.0,38453.0,38477.0,38521.0,38536.0,38574.0,38598.0,38616.0,38654.0
5085879,43800.0,43808.0,43870.0,43904.0,43954.0,43995.0,44070.0,44306.0,44415.0,44509.0,44648.0,44768.0,44815.0,44862.0,44900.0,44947.0,45012.0,45073.0,45115.0,45163.0,45207.0,45270.0,45313.0,45353.0,45420.0,45470.0,45528.0,45586.0,45652.0,45700.0,45751.0,45793.0,45817.0,45847.0,45902.0,45920.0,45972.0,46004.0,46027.0,46068.0
5085881,51000.0,51008.0,51070.0,51104.0,51154.0,51195.0,51270.0,51506.0,51615.0,51709.0,51848.0,51968.0,52015.0,52062.0,52100.0,52147.0,52212.0,52273.0,52315.0,52363.0,52407.0,52470.0,52513.0,52553.0,52620.0,52670.0,52728.0,52786.0,52852.0,52900.0,52951.0,52993.0,53017.0,53047.0,53102.0,53120.0,53172.0,53204.0,53227.0,53268.0
5085883,58200.0,58210.0,58289.0,58333.0,58397.0,58449.0,58542.0,58840.0,58977.0,59074.0,59234.0,59372.0,59441.0,59512.0,59555.0,59608.0,59682.0,59751.0,59803.0,59862.0,59919.0,60000.0,60055.0,60106.0,60192.0,60246.0,60308.0,60370.0,60441.0,60491.0,60553.0,60604.0,60633.0,60669.0,60736.0,60759.0,60821.0,60859.0,60886.0,60931.0
5085885,65700.0,65712.0,65810.0,65864.0,65943.0,66008.0,66125.0,66471.0,66630.0,66733.0,66924.0,67088.0,67162.0,67237.0,67279.0,67331.0,67403.0,67471.0,67520.0,67576.0,67620.0,67682.0,67724.0,67763.0,67829.0,67880.0,67938.0,67996.0,68063.0,68111.0,68171.0,68220.0,68247.0,68282.0,68346.0,68367.0,68418.0,68452.0,68476.0,68520.0
5088826,35400.0,35411.0,35500.0,35549.0,35621.0,35680.0,35787.0,36086.0,36224.0,36298.0,36452.0,36585.0,36621.0,36658.0,36685.0,36718.0,36764.0,36806.0,36840.0,36880.0,36908.0,36948.0,36975.0,37000.0,37043.0,37082.0,37128.0,37173.0,37225.0,37263.0,37303.0,37338.0,37358.0,37383.0,37429.0,37443.0,37475.0,37497.0,37513.0,37551.0
5088828,42600.0,42608.0,42669.0,42703.0,42752.0,42792.0,42865.0,43130.0,43251.0,43335.0,43481.0,43606.0,43642.0,43678.0,43712.0,43754.0,43812.0,43867.0,43902.0,43943.0,43974.0,44018.0,44048.0,44076.0,44121.0,44163.0,44212.0,44261.0,44316.0,44356.0,44400.0,44434.0,44453.0,44477.0,44521.0,44536.0,44574.0,44598.0,44616.0,44654.0
5088830,49800.0,49808.0,49870.0,49904.0,49954.0,49995.0,50070.0,50306.0,50415.0,50509.0,50648.0,50768.0,50815.0,50862.0,50900.0,50947.0,51012.0,51073.0,51115.0,51163.0,51207.0,51270.0,51313.0,51353.0,51420.0,51470.0,51528.0,51586.0,51652.0,51700.0,51751.0,51793.0,51817.0,51847.0,51902.0,51920.0,51972.0,52004.0,52027.0,52068.0
5088832,57000.0,57010.0,57089.0,57133.0,57197.0,57249.0,57342.0,57640.0,57777.0,57874.0,58034.0,58172.0,58241.0,58312.0,58355.0,58408.0,58482.0,58551.0,58603.0,58662.0,58719.0,58800.0,58855.0,58906.0,58992.0,59046.0,59108.0,59170.0,59241.0,59291.0,59353.0,59404.0,59433.0,59469.0,59536.0,59559.0,59621.0,59659.0,59686.0,59731.0
5088834,63900.0,63911.0,64002.0,64052.0,64125.0,64185.0,64294.0,64712.0,64904.0,65019.0,65208.0,65370.0,65486.0,65605.0,65651.0,65708.0,65786.0,65858.0,65910.0,65971.0,66028.0,66110.0,66165.0,66216.0,66304.0,66358.0,66420.0,66482.0,66553.0,66604.0,66665.0,66717.0,66746.0,66783.0,66851.0,66875.0,66928.0,66965.0,66991.0,67034.0
5089253,77400.0,77407.0,77466.0,77499.0,77547.0,77586.0,77656.0,77882.0,77986.0,78066.0,78186.0,78289.0,78329.0,78369.0,78396.0,78429.0,78475.0,78517.0,78550.0,78588.0,78615.0,78654.0,78680.0,78704.0,78745.0,78786.0,78833.0,78880.0,78934.0,78973.0,79014.0,79054.0,79076.0,79104.0,79156.0,79173.0,79204.0,79232.0,79252.0,79288.0
5089255,84600.0,84607.0,84666.0,84699.0,84747.0,84786.0,84856.0,85082.0,85186.0,85266.0,85386.0,85489.0,85529.0,85569.0,85596.0,85629.0,85675.0,85717.0,85750.0,85788.0,85815.0,85854.0,85880.0,85904.0,85945.0,85986.0,86033.0,86080.0,86134.0,86173.0,86214.0,86254.0,86276.0,86304.0,86356.0,86373.0,86404.0,86432.0,86452.0,86488.0
5089382,31800.0,31810.0,31893.0,31939.0,32007.0,32062.0,32163.0,32484.0,32631.0,32707.0,32879.0,33027.0,33072.0,33118.0,33147.0,33183.0,33232.0,33278.0,33319.0,33366.0,33399.0,33446.0,33478.0,33507.0,33556.0,33602.0,33655.0,33708.0,33769.0,33814.0,33859.0,33893.0,33912.0,33936.0,33981.0,33997.0,34046.0,34069.0,34086.0,34130.0
5089384,39000.0,39008.0,39069.0,39103.0,39152.0,39192.0,39265.0,39530.0,39651.0,39735.0,39881.0,40006.0,40042.0,40078.0,40112.0,40154.0,40212.0,40267.0,40302.0,40343.0,40374.0,40418.0,40448.0,40476.0,40521.0,40563.0,40612.0,40661.0,40716.0,40756.0,40800.0,40834.0,40853.0,40877.0,40921.0,40936.0,40974.0,40998.0,41016.0,41054.0
5089386,46200.0,46208.0,46270.0,46304.0,46354.0,46395.0,46470.0,46706.0,46815.0,46909.0,47048.0,47168.0,47215.0,47262.0,47300.0,47347.0,47412.0,47473.0,47515.0,47563.0,47607.0,47670.0,47713.0,47753.0,47820.0,47870.0,47928.0,47986.0,48052.0,48100.0,48151.0,48193.0,48217.0,48247.0,48302.0,48320.0,48372.0,48404.0,48427.0,48468.0
5089388,53400.0,53408.0,53470.0,53504.0,53554.0,53595.0,53670.0,53906.0,54015.0,54109.0,54248.0,54368.0,54415.0,54462.0,54500.0,54547.0,54612.0,54673.0,54715.0,54763.0,54807.0,54870.0,54913.0,54953.0,55020.0,55070.0,55128.0,55186.0,55252.0,55300.0,55351.0,55393.0,55417.0,55447.0,55502.0,55520.0,55572.0,55604.0,55627.0,55668.0
5089390,61200.0,61211.0,61302.0,61352.0,61425.0,61485.0,61594.0,62012.0,62204.0,62319.0,62508.0,62670.0,62786.0,62905.0,62951.0,63008.0,63086.0,63158.0,63210.0,63271.0,63328.0,63410.0,63465.0,63516.0,63604.0,63658.0,63720.0,63782.0,63853.0,63904.0,63965.0,64017.0,64046.0,64083.0,64151.0,64175.0,64228.0,64265.0,64291.0,64334.0
5089392,68400.0,68408.0,68472.0,68508.0,68560.0,68603.0,68679.0,68991.0,69134.0,69217.0,69359.0,69481.0,69528.0,69575.0,69610.0,69654.0,69715.0,69771.0,69812.0,69859.0,69893.0,69941.0,69973.0,70003.0,70054.0,70100.0,70154.0,70207.0,70268.0,70313.0,70368.0,70412.0,70437.0,70468.0,70526.0,70545.0,70581.0,70616.0,70641.0,70679.0
5089394,75600.0,75607.0,75666.0,75699.0,75747.0,75786.0,75856.0,76082.0,76186.0,76266.0,76386.0,76489.0,76529.0,76569.0,76596.0,76629.0,76675.0,76717.0,76750.0,76788.0,76815.0,76854.0,76880.0,76904.0,76945.0,76986.0,77033.0,77080.0,77134.0,77173.0,77214.0,77254.0,77276.0,77304.0,77356.0,77373.0,77404.0,77432.0,77452.0,77488.0
5089396,82800.0,82807.0,82866.0,82899.0,82947.0,82986.0,83056.0,83282.0,83386.0,83466.0,83586.0,83689.0,83729.0,83769.0,83796.0,83829.0,83875.0,83917.0,83950.0,83988.0,84015.0,84054.0,84080.0,84104.0,84145.0,84186.0,84233.0,84280.0,84334.0,84373.0,84414.0,84454.0,84476.0,84504.0,84556.0,84573.0,84604.0,84632.0,84652.0,84688.0
5091228,26100.0,26107.0,26163.0,26194.0,26240.0,26277.0,26345.0,26494.0,26562.0,26638.0,26796.0,26932.0,26976.0,27021.0,27045.0,27075.0,27117.0,27156.0,27198.0,27246.0,27276.0,27319.0,27348.0,27375.0,27421.0,27454.0,27492.0,27530.0,27574.0,27606.0,27644.0,27678.0,27697.0,27721.0,27765.0,27779.0,27850.0,27872.0,27887.0,27925.0
5091230,60300.0,60310.0,60389.0,60433.0,60497.0,60549.0,60642.0,60940.0,61077.0,61174.0,61334.0,61472.0,61541.0,61612.0,61655.0,61708.0,61782.0,61851.0,61903.0,61962.0,62019.0,62100.0,62155.0,62206.0,62292.0,62346.0,62408.0,62470.0,62541.0,62591.0,62653.0,62704.0,62733.0,62769.0,62836.0,62859.0,62921.0,62959.0,62986.0,63031.0
5091232,67500.0,67512.0,67610.0,67664.0,67743.0,67808.0,67925.0,68271.0,68430.0,68533.0,68724.0,68888.0,68962.0,69037.0,69079.0,69131.0,69203.0,69271.0,69320.0,69376.0,69420.0,69482.0,69524.0,69563.0,69629.0,69680.0,69738.0,69796.0,69863.0,69911.0,69971.0,70020.0,70047.0,70082.0,70146.0,70167.0,70218.0,70252.0,70276.0,70320.0
5091242,23400.0,23405.0,23444.0,23465.0,23496.0,23522.0,23568.0,23696.0,23755.0,23816.0,23901.0,23974.0,24003.0,24033.0,24050.0,24071.0,24100.0,24127.0,24157.0,24191.0,24217.0,24255.0,24280.0,24304.0,24344.0,24382.0,24426.0,24470.0,24520.0,24557.0,24595.0,24620.0,24634.0,24652.0,24685.0,24697.0,24722.0,24740.0,24753.0,24789.0
5091244,30600.0,30610.0,30693.0,30739.0,30807.0,30862.0,30963.0,31284.0,31431.0,31507.0,31679.0,31827.0,31872.0,31918.0,31947.0,31983.0,32032.0,32078.0,32119.0,32166.0,32199.0,32246.0,32278.0,32307.0,32356.0,32402.0,32455.0,32508.0,32569.0,32614.0,32659.0,32693.0,32712.0,32736.0,32781.0,32797.0,32846.0,32869.0,32886.0,32930.0
5091246,37800.0,37808.0,37869.0,37903.0,37952.0,37992.0,38065.0,38330.0,38451.0,38535.0,38681.0,38806.0,38842.0,38878.0,38912.0,38954.0,39012.0,39067.0,39102.0,39143.0,39174.0,39218.0,39248.0,39276.0,39321.0,39363.0,39412.0,39461.0,39516.0,39556.0,39600.0,39634.0,39653.0,39677.0,39721.0,39736.0,39774.0,39798.0,39816.0,39854.0
5091248,45000.0,45008.0,45070.0,45104.0,45154.0,45195.0,45270.0,45506.0,45615.0,45709.0,45848.0,45968.0,46015.0,46062.0,46100.0,46147.0,46212.0,46273.0,46315.0,46363.0,46407.0,46470.0,46513.0,46553.0,46620.0,46670.0,46728.0,46786.0,46852.0,46900.0,46951.0,46993.0,47017.0,47047.0,47102.0,47120.0,47172.0,47204.0,47227.0,47268.0
5091250,52200.0,52208.0,52270.0,52304.0,52354.0,52395.0,52470.0,52706.0,52815.0,52909.0,53048.0,53168.0,53215.0,53262.0,53300.0,53347.0,53412.0,53473.0,53515.0,53563.0,53607.0,53670.0,53713.0,53753.0,53820.0,53870.0,53928.0,53986.0,54052.0,54100.0,54151.0,54193.0,54217.0,54247.0,54302.0,54320.0,54372.0,54404.0,54427.0,54468.0
5091252,59400.0,59410.0,59489.0,59533.0,59597.0,59649.0,59742.0,60040.0,60177.0,60274.0,60434.0,60572.0,60641.0,60712.0,60755.0,60808.0,60882.0,60951.0,61003.0,61062.0,61119.0,61200.0,61255.0,61306.0,61392.0,61446.0,61508.0,61570.0,61641.0,61691.0,61753.0,61804.0,61833.0,61869.0,61936.0,61959.0,62021.0,62059.0,62086.0,62131.0
5091254,66600.0,66612.0,66710.0,66764.0,66843.0,66908.0,67025.0,67371.0,67530.0,67633.0,67824.0,67988.0,68062.0,68137.0,68179.0,68231.0,68303.0,68371.0,68420.0,68476.0,68520.0,68582.0,68624.0,68663.0,68729.0,68780.0,68838.0,68896.0,68963.0,69011.0,69071.0,69120.0,69147.0,69182.0,69246.0,69267.0,69318.0,69352.0,69376.0,69420.0
5091256,73800.0,73808.0,73872.0,73908.0,73960.0,74003.0,74079.0,74391.0,74534.0,74617.0,74759.0,74881.0,74928.0,74975.0,75010.0,75054.0,75115.0,75171.0,75212.0,75259.0,75293.0,75341.0,75373.0,75403.0,75454.0,75500.0,75554.0,75607.0,75668.0,75713.0,75768.0,75812.0,75837.0,75868.0,75926.0,75945.0,75981.0,76016.0,76041.0,76079.0
5091258,81000.0,81007.0,81066.0,81099.0,81147.0,81186.0,81256.0,81482.0,81586.0,81666.0,81786.0,81889.0,81929.0,81969.0,81996.0,82029.0,82075.0,82117.0,82150.0,82188.0,82215.0,82254.0,82280.0,82304.0,82345.0,82386.0,82433.0,82480.0,82534.0,82573.0,82614.0,82654.0,82676.0,82704.0,82756.0,82773.0,82804.0,82832.0,82852.0,82888.0
5095543,64800.0,64812.0,64910.0,64964.0,65043.0,65108.0,65225.0,65571.0,65730.0,65833.0,66024.0,66188.0,66262.0,66337.0,66379.0,66431.0,66503.0,66571.0,66620.0,66676.0,66720.0,66782.0,66824.0,66863.0,66929.0,66980.0,67038.0,67096.0,67163.0,67211.0,67271.0,67320.0,67347.0,67382.0,67446.0,67467.0,67518.0,67552.0,67576.0,67620.0
5095545,72000.0,72008.0,72072.0,72108.0,72160.0,72203.0,72279.0,72591.0,72734.0,72817.0,72959.0,73081.0,73128.0,73175.0,73210.0,73254.0,73315.0,73371.0,73412.0,73459.0,73493.0,73541.0,73573.0,73603.0,73654.0,73700.0,73754.0,73807.0,73868.0,73913.0,73968.0,74012.0,74037.0,74068.0,74126.0,74145.0,74181.0,74216.0,74241.0,74279.0
5095547,79200.0,79207.0,79266.0,79299.0,79347.0,79386.0,79456.0,79682.0,79786.0,79866.0,79986.0,80089.0,80129.0,80169.0,80196.0,80229.0,80275.0,80317.0,80350.0,80388.0,80415.0,80454.0,80480.0,80504.0,80545.0,80586.0,80633.0,80680.0,80734.0,80773.0,80814.0,80854.0,80876.0,80904.0,80956.0,80973.0,81004.0,81032.0,81052.0,81088.0
5096696,34200.0,34209.0,34278.0,34316.0,34372.0,34418.0,34500.0,34706.0,34800.0,35040.0,35105.0,35160.0,35219.0,35280.0,35312.0,35352.0,35408.0,35460.0,35516.0,35580.0,35611.0,35655.0,35685.0,35713.0,35760.0,35792.0,35829.0,35866.0,35908.0,35940.0,36000.0,36030.0,36047.0,36068.0,36107.0,36120.0,36180.0,36215.0,36240.0,36300.0
5096698,39600.0,39609.0,39681.0,39721.0,39779.0,39827.0,39913.0,40066.0,40136.0,40199.0,40281.0,40352.0,40397.0,40443.0,40471.0,40505.0,40552.0,40596.0,40629.0,40666.0,40688.0,40720.0,40741.0,40761.0,40795.0,40831.0,40873.0,40915.0,40963.0,40998.0,41032.0,41066.0,41085.0,41109.0,41153.0,41168.0,41207.0,41227.0,41242.0,41278.0
5096700,45000.0,45009.0,45084.0,45126.0,45187.0,45237.0,45327.0,45574.0,45687.0,45763.0,45876.0,45973.0,46008.0,46043.0,46074.0,46113.0,46166.0,46216.0,46249.0,46287.0,46316.0,46357.0,46385.0,46411.0,46454.0,46490.0,46531.0,46572.0,46619.0,46652.0,46696.0,46730.0,46749.0,46773.0,46817.0,46831.0,46867.0,46890.0,46906.0,46944.0
