tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P
5011173,63780.0,63792.0,63887.0,63940.0,64017.0,64080.0,64195.0,64606.0,64794.0,64891.0,65082.0,65247.0,65368.0,65491.0,65534.0,65587.0,65661.0,65730.0,65787.0,65853.0,65904.0,65977.0,66035.0,66082.0,66150.0,66193.0,66245.0,66321.0,66384.0,66426.0,66477.0,66530.0,66623.0,66720.0,66796.0,66849.0,66904.0,66975.0,67034.0,67104.0,67145.0,67186.0,67212.0,67261.0,67292.0,67352.0,67394.0,67418.0,67484.0,67516.0
5011175,72900.0,72909.0,72984.0,73025.0,73086.0,73136.0,73225.0,73514.0,73647.0,73746.0,73890.0,74013.0,74056.0,74100.0,74135.0,74179.0,74240.0,74297.0,74344.0,74399.0,74439.0,74496.0,74542.0,74580.0,74633.0,74666.0,74706.0,74765.0,74814.0,74846.0,74883.0,74928.0,75008.0,75092.0,75161.0,75210.0,75260.0,75305.0,75350.0,75403.0,75440.0,75477.0,75500.0,75544.0,75572.0,75627.0,75665.0,75687.0,75748.0,75777.0
5011177,80100.0,80108.0,80171.0,80206.0,80257.0,80299.0,80376.0,80635.0,80754.0,80838.0,80965.0,81075.0,81116.0,81157.0,81185.0,81220.0,81268.0,81312.0,81351.0,81395.0,81425.0,81468.0,81503.0,81532.0,81572.0,81597.0,81627.0,81671.0,81707.0,81732.0,81764.0,81802.0,81869.0,81939.0,82000.0,82043.0,82087.0,82130.0,82173.0,82225.0,82259.0,82293.0,82314.0,82355.0,82381.0,82431.0,82467.0,82489.0,82550.0,82580.0
5012097,28380.0,28389.0,28463.0,28504.0,28564.0,28613.0,28701.0,28964.0,29085.0,29163.0,29321.0,29457.0,29516.0,29576.0,29610.0,29652.0,29710.0,29763.0,29805.0,29853.0,29892.0,29948.0,29993.0,30030.0,30094.0,30134.0,30182.0,30253.0,30311.0,30336.0,30380.0,30431.0,30521.0,30617.0,30727.0,30805.0,30886.0,30937.0,30990.0,31054.0,31095.0,31136.0,31162.0,31211.0,31242.0,31302.0,31344.0,31401.0,31558.0,31633.0
5012099,37200.0,37209.0,37278.0,37316.0,37372.0,37418.0,37500.0,37795.0,37931.0,38019.0,38169.0,38298.0,38343.0,38389.0,38423.0,38465.0,38523.0,38577.0,38620.0,38670.0,38706.0,38758.0,38800.0,38834.0,38887.0,38920.0,38960.0,39019.0,39068.0,39097.0,39142.0,39190.0,39274.0,39362.0,39438.0,39491.0,39546.0,39590.0,39633.0,39685.0,39729.0,39773.0,39800.0,39852.0,39885.0,39949.0,39992.0,40027.0,40124.0,40171.0
5012101,46800.0,46809.0,46878.0,46916.0,46972.0,47018.0,47100.0,47395.0,47531.0,47619.0,47769.0,47898.0,47943.0,47989.0,48023.0,48065.0,48123.0,48177.0,48220.0,48270.0,48306.0,48358.0,48400.0,48434.0,48487.0,48520.0,48560.0,48619.0,48668.0,48697.0,48742.0,48790.0,48874.0,48962.0,49038.0,49091.0,49146.0,49190.0,49233.0,49285.0,49329.0,49373.0,49400.0,49452.0,49485.0,49549.0,49592.0,49627.0,49724.0,49771.0
5012103,56400.0,56411.0,56497.0,56545.0,56615.0,56672.0,56775.0,57081.0,57222.0,57329.0,57491.0,57631.0,57717.0,57804.0,57849.0,57905.0,57983.0,58056.0,58105.0,58161.0,58214.0,58290.0,58351.0,58399.0,58480.0,58530.0,58591.0,58680.0,58754.0,58793.0,58849.0,58906.0,59006.0,59111.0,59196.0,59256.0,59317.0,59372.0,59426.0,59490.0,59535.0,59580.0,59608.0,59661.0,59695.0,59761.0,59805.0,59830.0,59899.0,59932.0
5012105,65400.0,65412.0,65508.0,65561.0,65638.0,65702.0,65816.0,66157.0,66314.0,66421.0,66618.0,66788.0,66852.0,66918.0,66960.0,67012.0,67084.0,67150.0,67196.0,67250.0,67296.0,67362.0,67415.0,67458.0,67519.0,67557.0,67603.0,67670.0,67725.0,67762.0,67814.0,67866.0,67958.0,68056.0,68124.0,68172.0,68221.0,68269.0,68322.0,68384.0,68425.0,68466.0,68492.0,68541.0,68572.0,68633.0,68675.0,68697.0,68757.0,68786.0
5012388,30180.0,30189.0,30263.0,30304.0,30364.0,30413.0,30501.0,30764.0,30885.0,30963.0,31121.0,31257.0,31316.0,31376.0,31410.0,31452.0,31510.0,31563.0,31605.0,31653.0,31692.0,31748.0,31793.0,31830.0,31894.0,31934.0,31982.0,32053.0,32111.0,32136.0,32180.0,32231.0,32321.0,32417.0,32527.0,32605.0,32686.0,32737.0,32790.0,32854.0,32895.0,32936.0,32962.0,33011.0,33042.0,33102.0,33144.0,33201.0,33358.0,33433.0
5012787,74700.0,74709.0,74784.0,74825.0,74886.0,74936.0,75025.0,75314.0,75447.0,75546.0,75690.0,75813.0,75856.0,75900.0,75935.0,75979.0,76040.0,76097.0,76144.0,76199.0,76239.0,76296.0,76342.0,76380.0,76433.0,76466.0,76506.0,76565.0,76614.0,76646.0,76683.0,76728.0,76808.0,76892.0,76961.0,77010.0,77060.0,77105.0,77150.0,77203.0,77240.0,77277.0,77300.0,77344.0,77372.0,77427.0,77465.0,77487.0,77548.0,77577.0
5012789,81900.0,81908.0,81971.0,82006.0,82057.0,82099.0,82176.0,82435.0,82554.0,82638.0,82765.0,82875.0,82916.0,82957.0,82985.0,83020.0,83068.0,83112.0,83151.0,83195.0,83225.0,83268.0,83303.0,83332.0,83372.0,83397.0,83427.0,83471.0,83507.0,83532.0,83564.0,83602.0,83669.0,83739.0,83800.0,83843.0,83887.0,83930.0,83973.0,84025.0,84059.0,84093.0,84114.0,84155.0,84181.0,84231.0,84267.0,84289.0,84350.0,84380.0
5016174,27420.0,27429.0,27503.0,27544.0,27604.0,27653.0,27742.0,27927.0,28012.0,28088.0,28245.0,28380.0,28424.0,28468.0,28497.0,28533.0,28582.0,28628.0,28668.0,28715.0,28752.0,28804.0,28846.0,28880.0,28935.0,28969.0,29010.0,29071.0,29121.0,29144.0,29182.0,29231.0,29317.0,29407.0,29492.0,29552.0,29613.0,29646.0,29755.0,29884.0,29961.0,30038.0,30086.0,30178.0,30237.0,30350.0,30428.0,30457.0,30537.0,30575.0
5016176,42000.0,42009.0,42078.0,42116.0,42172.0,42218.0,42300.0,42595.0,42731.0,42819.0,42969.0,43098.0,43143.0,43189.0,43223.0,43265.0,43323.0,43377.0,43420.0,43470.0,43506.0,43558.0,43600.0,43634.0,43687.0,43720.0,43760.0,43819.0,43868.0,43897.0,43942.0,43990.0,44074.0,44162.0,44238.0,44291.0,44346.0,44390.0,44433.0,44485.0,44529.0,44573.0,44600.0,44652.0,44685.0,44749.0,44792.0,44827.0,44924.0,44971.0
5016178,51600.0,51609.0,51678.0,51716.0,51772.0,51818.0,51900.0,52195.0,52331.0,52419.0,52569.0,52698.0,52743.0,52789.0,52823.0,52865.0,52923.0,52977.0,53020.0,53070.0,53106.0,53158.0,53200.0,53234.0,53287.0,53320.0,53360.0,53419.0,53468.0,53497.0,53542.0,53590.0,53674.0,53762.0,53838.0,53891.0,53946.0,53990.0,54033.0,54085.0,54129.0,54173.0,54200.0,54252.0,54285.0,54349.0,54392.0,54427.0,54524.0,54571.0
5016180,61380.0,61392.0,61487.0,61540.0,61617.0,61680.0,61795.0,62206.0,62394.0,62491.0,62682.0,62847.0,62968.0,63091.0,63134.0,63187.0,63261.0,63330.0,63387.0,63453.0,63504.0,63577.0,63635.0,63682.0,63750.0,63793.0,63845.0,63921.0,63984.0,64026.0,64077.0,64130.0,64223.0,64320.0,64396.0,64449.0,64504.0,64575.0,64634.0,64704.0,64745.0,64786.0,64812.0,64861.0,64892.0,64952.0,64994.0,65018.0,65084.0,65116.0
5016845,31200.0,31209.0,31278.0,31316.0,31372.0,31418.0,31500.0,31795.0,31931.0,32019.0,32169.0,32298.0,32343.0,32389.0,32423.0,32465.0,32523.0,32577.0,32620.0,32670.0,32706.0,32758.0,32800.0,32834.0,32887.0,32920.0,32960.0,33019.0,33068.0,33097.0,33142.0,33190.0,33274.0,33362.0,33438.0,33491.0,33546.0,33590.0,33633.0,33685.0,33729.0,33773.0,33800.0,33852.0,33885.0,33949.0,33992.0,34027.0,34124.0,34171.0
5016847,61980.0,61992.0,62087.0,62140.0,62217.0,62280.0,62395.0,62806.0,62994.0,63091.0,63282.0,63447.0,63568.0,63691.0,63734.0,63787.0,63861.0,63930.0,63987.0,64053.0,64104.0,64177.0,64235.0,64282.0,64350.0,64393.0,64445.0,64521.0,64584.0,64626.0,64677.0,64730.0,64823.0,64920.0,64996.0,65049.0,65104.0,65175.0,65234.0,65304.0,65345.0,65386.0,65412.0,65461.0,65492.0,65552.0,65594.0,65618.0,65684.0,65716.0
5016951,40800.0,40809.0,40878.0,40916.0,40972.0,41018.0,41100.0,41395.0,41531.0,41619.0,41769.0,41898.0,41943.0,41989.0,42023.0,42065.0,42123.0,42177.0,42220.0,42270.0,42306.0,42358.0,42400.0,42434.0,42487.0,42520.0,42560.0,42619.0,42668.0,42697.0,42742.0,42790.0,42874.0,42962.0,43038.0,43091.0,43146.0,43190.0,43233.0,43285.0,43329.0,43373.0,43400.0,43452.0,43485.0,43549.0,43592.0,43627.0,43724.0,43771.0
5016953,50400.0,50409.0,50478.0,50516.0,50572.0,50618.0,50700.0,50995.0,51131.0,51219.0,51369.0,51498.0,51543.0,51589.0,51623.0,51665.0,51723.0,51777.0,51820.0,51870.0,51906.0,51958.0,52000.0,52034.0,52087.0,52120.0,52160.0,52219.0,52268.0,52297.0,52342.0,52390.0,52474.0,52562.0,52638.0,52691.0,52746.0,52790.0,52833.0,52885.0,52929.0,52973.0,53000.0,53052.0,53085.0,53149.0,53192.0,53227.0,53324.0,53371.0
5016955,60180.0,60191.0,60277.0,60325.0,60395.0,60452.0,60555.0,60861.0,61002.0,61109.0,61271.0,61411.0,61497.0,61584.0,61629.0,61685.0,61763.0,61836.0,61885.0,61941.0,61994.0,62070.0,62131.0,62179.0,62260.0,62310.0,62371.0,62460.0,62534.0,62573.0,62629.0,62686.0,62786.0,62891.0,62976.0,63036.0,63097.0,63152.0,63206.0,63270.0,63315.0,63360.0,63388.0,63441.0,63475.0,63541.0,63585.0,63610.0,63679.0,63712.0
5016957,69300.0,69309.0,69384.0,69425.0,69486.0,69536.0,69625.0,69914.0,70047.0,70146.0,70290.0,70413.0,70456.0,70500.0,70535.0,70579.0,70640.0,70697.0,70744.0,70799.0,70839.0,70896.0,70942.0,70980.0,71033.0,71066.0,71106.0,71165.0,71214.0,71246.0,71283.0,71328.0,71408.0,71492.0,71561.0,71610.0,71660.0,71705.0,71750.0,71803.0,71840.0,71877.0,71900.0,71944.0,71972.0,72027.0,72065.0,72087.0,72148.0,72177.0
5018201,36000.0,36009.0,36078.0,36116.0,36172.0,36218.0,36300.0,36595.0,36731.0,36819.0,36969.0,37098.0,37143.0,37189.0,37223.0,37265.0,37323.0,37377.0,37420.0,37470.0,37506.0,37558.0,37600.0,37634.0,37687.0,37720.0,37760.0,37819.0,37868.0,37897.0,37942.0,37990.0,38074.0,38162.0,38238.0,38291.0,38346.0,38390.0,38433.0,38485.0,38529.0,38573.0,38600.0,38652.0,38685.0,38749.0,38792.0,38827.0,38924.0,38971.0
5018203,45600.0,45609.0,45678.0,45716.0,45772.0,45818.0,45900.0,46195.0,46331.0,46419.0,46569.0,46698.0,46743.0,46789.0,46823.0,46865.0,46923.0,46977.0,47020.0,47070.0,47106.0,47158.0,47200.0,47234.0,47287.0,47320.0,47360.0,47419.0,47468.0,47497.0,47542.0,47590.0,47674.0,47762.0,47838.0,47891.0,47946.0,47990.0,48033.0,48085.0,48129.0,48173.0,48200.0,48252.0,48285.0,48349.0,48392.0,48427.0,48524.0,48571.0
5018205,55200.0,55211.0,55297.0,55345.0,55415.0,55472.0,55575.0,55881.0,56022.0,56129.0,56291.0,56431.0,56517.0,56604.0,56649.0,56705.0,56783.0,56856.0,56905.0,56961.0,57014.0,57090.0,57151.0,57199.0,57280.0,57330.0,57391.0,57480.0,57554.0,57593.0,57649.0,57706.0,57806.0,57911.0,57996.0,58056.0,58117.0,58172.0,58226.0,58290.0,58335.0,58380.0,58408.0,58461.0,58495.0,58561.0,58605.0,58630.0,58699.0,58732.0
5018207,64380.0,64392.0,64487.0,64540.0,64617.0,64680.0,64795.0,65206.0,65394.0,65491.0,65682.0,65847.0,65968.0,66091.0,66134.0,66187.0,66261.0,66330.0,66387.0,66453.0,66504.0,66577.0,66635.0,66682.0,66750.0,66793.0,66845.0,66921.0,66984.0,67026.0,67077.0,67130.0,67223.0,67320.0,67396.0,67449.0,67504.0,67575.0,67634.0,67704.0,67745.0,67786.0,67812.0,67861.0,67892.0,67952.0,67994.0,68018.0,68084.0,68116.0
5084991,33600.0,33608.0,33674.0,33711.0,33765.0,33809.0,33888.0,34172.0,34302.0,34387.0,34531.0,34655.0,34699.0,34743.0,34776.0,34816.0,34872.0,34924.0,34965.0,35013.0,35048.0,35098.0,35138.0,35171.0,35222.0,35254.0,35293.0,35350.0,35396.0,35424.0,35467.0,35513.0,35594.0,35679.0,35752.0,35803.0,35856.0,35898.0,35940.0,35989.0,36031.0,36073.0,36099.0,36149.0,36181.0,36242.0,36284.0,36318.0,36411.0,36456.0
5084993,43200.0,43208.0,43274.0,43311.0,43365.0,43409.0,43488.0,43772.0,43902.0,43987.0,44131.0,44255.0,44299.0,44343.0,44376.0,44416.0,44472.0,44524.0,44565.0,44613.0,44648.0,44698.0,44738.0,44771.0,44822.0,44854.0,44893.0,44950.0,44996.0,45024.0,45067.0,45113.0,45194.0,45279.0,45352.0,45403.0,45456.0,45498.0,45540.0,45589.0,45631.0,45673.0,45699.0,45749.0,45781.0,45842.0,45884.0,45918.0,46011.0,46056.0
5084995,52800.0,52808.0,52874.0,52911.0,52965.0,53009.0,53088.0,53372.0,53502.0,53587.0,53731.0,53855.0,53899.0,53943.0,53976.0,54016.0,54072.0,54124.0,54165.0,54213.0,54248.0,54298.0,54338.0,54371.0,54422.0,54454.0,54493.0,54550.0,54596.0,54624.0,54667.0,54713.0,54794.0,54879.0,54952.0,55003.0,55056.0,55098.0,55140.0,55189.0,55231.0,55273.0,55299.0,55349.0,55381.0,55442.0,55484.0,55518.0,55611.0,55656.0
5084997,62580.0,62591.0,62683.0,62734.0,62808.0,62869.0,62979.0,63374.0,63555.0,63648.0,63832.0,63990.0,64106.0,64225.0,64266.0,64317.0,64388.0,64455.0,64510.0,64573.0,64622.0,64692.0,64748.0,64793.0,64859.0,64900.0,64950.0,65023.0,65083.0,65123.0,65172.0,65223.0,65312.0,65406.0,65479.0,65530.0,65583.0,65651.0,65708.0,65775.0,65815.0,65855.0,65880.0,65927.0,65957.0,66015.0,66054.0,66077.0,66141.0,66171.0
5084999,71100.0,71109.0,71181.0,71221.0,71279.0,71327.0,71413.0,71691.0,71819.0,71914.0,72052.0,72171.0,72213.0,72255.0,72289.0,72331.0,72389.0,72444.0,72490.0,72542.0,72581.0,72636.0,72680.0,72716.0,72767.0,72799.0,72838.0,72895.0,72941.0,72972.0,73008.0,73052.0,73129.0,73209.0,73276.0,73323.0,73371.0,73414.0,73457.0,73508.0,73544.0,73580.0,73602.0,73644.0,73671.0,73723.0,73760.0,73781.0,73840.0,73868.0
5085001,78300.0,78308.0,78369.0,78403.0,78452.0,78492.0,78565.0,78814.0,78928.0,79009.0,79132.0,79237.0,79276.0,79316.0,79343.0,79376.0,79422.0,79465.0,79502.0,79545.0,79574.0,79616.0,79650.0,79677.0,79715.0,79739.0,79768.0,79810.0,79845.0,79869.0,79900.0,79936.0,80000.0,80068.0,80126.0,80167.0,80210.0,80251.0,80293.0,80342.0,80375.0,80408.0,80429.0,80468.0,80493.0,80542.0,80575.0,80596.0,80655.0,80684.0
5086975,36000.0,36008.0,36074.0,36111.0,36165.0,36209.0,36288.0,36572.0,36702.0,36787.0,36931.0,37055.0,37099.0,37143.0,37176.0,37216.0,37272.0,37324.0,37365.0,37413.0,37448.0,37498.0,37538.0,37571.0,37622.0,37654.0,37693.0,37750.0,37796.0,37824.0,37867.0,37913.0,37994.0,38079.0,38152.0,38203.0,38256.0,38298.0,38340.0,38389.0,38431.0,38473.0,38499.0,38549.0,38581.0,38642.0,38684.0,38718.0,38811.0,38856.0
5086977,45600.0,45608.0,45674.0,45711.0,45765.0,45809.0,45888.0,46172.0,46302.0,46387.0,46531.0,46655.0,46699.0,46743.0,46776.0,46816.0,46872.0,46924.0,46965.0,47013.0,47048.0,47098.0,47138.0,47171.0,47222.0,47254.0,47293.0,47350.0,47396.0,47424.0,47467.0,47513.0,47594.0,47679.0,47752.0,47803.0,47856.0,47898.0,47940.0,47989.0,48031.0,48073.0,48099.0,48149.0,48181.0,48242.0,48284.0,48318.0,48411.0,48456.0
5086981,64380.0,64391.0,64483.0,64534.0,64608.0,64669.0,64779.0,65174.0,65355.0,65448.0,65632.0,65790.0,65906.0,66025.0,66066.0,66117.0,66188.0,66255.0,66310.0,66373.0,66422.0,66492.0,66548.0,66593.0,66659.0,66700.0,66750.0,66823.0,66883.0,66923.0,66972.0,67023.0,67112.0,67206.0,67279.0,67330.0,67383.0,67451.0,67508.0,67575.0,67615.0,67655.0,67680.0,67727.0,67757.0,67815.0,67854.0,67877.0,67941.0,67971.0
5087877,34800.0,34808.0,34874.0,34911.0,34965.0,35009.0,35088.0,35372.0,35502.0,35587.0,35731.0,35855.0,35899.0,35943.0,35976.0,36016.0,36072.0,36124.0,36165.0,36213.0,36248.0,36298.0,36338.0,36371.0,36422.0,36454.0,36493.0,36550.0,36596.0,36624.0,36667.0,36713.0,36794.0,36879.0,36952.0,37003.0,37056.0,37098.0,37140.0,37189.0,37231.0,37273.0,37299.0,37349.0,37381.0,37442.0,37484.0,37518.0,37611.0,37656.0
5087879,44400.0,44408.0,44474.0,44511.0,44565.0,44609.0,44688.0,44972.0,45102.0,45187.0,45331.0,45455.0,45499.0,45543.0,45576.0,45616.0,45672.0,45724.0,45765.0,45813.0,45848.0,45898.0,45938.0,45971.0,46022.0,46054.0,46093.0,46150.0,46196.0,46224.0,46267.0,46313.0,46394.0,46479.0,46552.0,46603.0,46656.0,46698.0,46740.0,46789.0,46831.0,46873.0,46899.0,46949.0,46981.0,47042.0,47084.0,47118.0,47211.0,47256.0
5087883,63180.0,63191.0,63283.0,63334.0,63408.0,63469.0,63579.0,63974.0,64155.0,64248.0,64432.0,64590.0,64706.0,64825.0,64866.0,64917.0,64988.0,65055.0,65110.0,65173.0,65222.0,65292.0,65348.0,65393.0,65459.0,65500.0,65550.0,65623.0,65683.0,65723.0,65772.0,65823.0,65912.0,66006.0,66079.0,66130.0,66183.0,66251.0,66308.0,66375.0,66415.0,66455.0,66480.0,66527.0,66557.0,66615.0,66654.0,66677.0,66741.0,66771.0
5088547,35100.0,35109.0,35179.0,35218.0,35275.0,35322.0,35406.0,35650.0,35762.0,35809.0,35897.0,35973.0,36002.0,36031.0,36053.0,36081.0,36120.0,36156.0,36198.0,36246.0,36269.0,36302.0,36329.0,36351.0,36382.0,36401.0,36424.0,36458.0,36486.0,36504.0,36523.0,36558.0,36620.0,36686.0,36732.0,36764.0,36797.0,36818.0,36848.0,36883.0,36915.0,36947.0,36967.0,37005.0,37029.0,37076.0,37108.0,37178.0,37371.0,37464.0
5088553,56700.0,56709.0,56778.0,56816.0,56872.0,56918.0,57002.0,57267.0,57388.0,57500.0,57627.0,57736.0,57773.0,57811.0,57851.0,57901.0,57970.0,58033.0,58072.0,58116.0,58148.0,58194.0,58231.0,58260.0,58305.0,58333.0,58367.0,58417.0,58457.0,58483.0,58509.0,58552.0,58627.0,58706.0,58762.0,58802.0,58843.0,58882.0,58917.0,58959.0,58993.0,59027.0,59048.0,59088.0,59114.0,59164.0,59197.0,59224.0,59299.0,59335.0
5088929,32400.0,32408.0,32474.0,32511.0,32565.0,32609.0,32688.0,32972.0,33102.0,33187.0,33331.0,33455.0,33499.0,33543.0,33576.0,33616.0,33672.0,33724.0,33765.0,33813.0,33848.0,33898.0,33938.0,33971.0,34022.0,34054.0,34093.0,34150.0,34196.0,34224.0,34267.0,34313.0,34394.0,34479.0,34552.0,34603.0,34656.0,34698.0,34740.0,34789.0,34831.0,34873.0,34899.0,34949.0,34981.0,35042.0,35084.0,35118.0,35211.0,35256.0
5088931,59580.0,59590.0,59673.0,59719.0,59786.0,59841.0,59941.0,60236.0,60371.0,60474.0,60630.0,60764.0,60846.0,60930.0,60974.0,61028.0,61103.0,61172.0,61219.0,61273.0,61324.0,61397.0,61455.0,61502.0,61579.0,61627.0,61686.0,61772.0,61843.0,61881.0,61935.0,61990.0,62086.0,62187.0,62268.0,62325.0,62385.0,62438.0,62490.0,62551.0,62594.0,62637.0,62664.0,62715.0,62748.0,62811.0,62854.0,62878.0,62944.0,62976.0
5088933,68400.0,68409.0,68481.0,68521.0,68579.0,68627.0,68713.0,68991.0,69119.0,69214.0,69352.0,69471.0,69513.0,69555.0,69589.0,69631.0,69689.0,69744.0,69790.0,69842.0,69881.0,69936.0,69980.0,70016.0,70067.0,70099.0,70138.0,70195.0,70241.0,70272.0,70308.0,70352.0,70429.0,70509.0,70576.0,70623.0,70671.0,70714.0,70757.0,70808.0,70844.0,70880.0,70902.0,70944.0,70971.0,71023.0,71060.0,71081.0,71140.0,71168.0
5088935,76500.0,76508.0,76569.0,76603.0,76652.0,76692.0,76765.0,77014.0,77128.0,77209.0,77332.0,77437.0,77476.0,77516.0,77543.0,77576.0,77622.0,77665.0,77702.0,77745.0,77774.0,77816.0,77850.0,77877.0,77915.0,77939.0,77968.0,78010.0,78045.0,78069.0,78100.0,78136.0,78200.0,78268.0,78326.0,78367.0,78410.0,78451.0,78493.0,78542.0,78575.0,78608.0,78629.0,78668.0,78693.0,78742.0,78775.0,78796.0,78855.0,78884.0
5088937,83700.0,83708.0,83769.0,83803.0,83852.0,83892.0,83965.0,84214.0,84328.0,84409.0,84532.0,84637.0,84676.0,84716.0,84743.0,84776.0,84822.0,84865.0,84902.0,84945.0,84974.0,85016.0,85050.0,85077.0,85115.0,85139.0,85168.0,85210.0,85245.0,85269.0,85300.0,85336.0,85400.0,85468.0,85526.0,85567.0,85610.0,85651.0,85693.0,85742.0,85775.0,85808.0,85829.0,85868.0,85893.0,85942.0,85975.0,85996.0,86055.0,86084.0
5089111,31200.0,31208.0,31274.0,31311.0,31365.0,31409.0,31488.0,31772.0,31902.0,31987.0,32131.0,32255.0,32299.0,32343.0,32376.0,32416.0,32472.0,32524.0,32565.0,32613.0,32648.0,32698.0,32738.0,32771.0,32822.0,32854.0,32893.0,32950.0,32996.0,33024.0,33067.0,33113.0,33194.0,33279.0,33352.0,33403.0,33456.0,33498.0,33540.0,33589.0,33631.0,33673.0,33699.0,33749.0,33781.0,33842.0,33884.0,33918.0,34011.0,34056.0
