tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P
5104317,38700.0,38763.0,38811.0,38880.0,38968.0,39053.0,39115.0,39180.0,39233.0,39255.0,39306.0,39341.0,39388.0,39443.0,39492.0,39518.0,39558.0,39662.0,39720.0,39768.0,39855.0,39946.0,40006.0,40080.0,40120.0,40151.0,40255.0,40296.0,40368.0,40392.0,40470.0,40498.0,40575.0,40609.0,40657.0,40680.0,40698.0,40748.0,40765.0,40832.0,40857.0,40903.0,40964.0,41082.0,41145.0,41280.0,41343.0,41369.0,41391.0,41449.0,41490.0,41512.0,41549.0,41572.0,41584.0,41598.0,41624.0,41642.0,41664.0,41699.0
5104321,56400.0,56465.0,56515.0,56586.0,56676.0,56779.0,56856.0,56956.0,57056.0,57098.0,57194.0,57243.0,57307.0,57382.0,57456.0,57495.0,57537.0,57648.0,57706.0,57753.0,57857.0,57950.0,58015.0,58095.0,58142.0,58178.0,58306.0,58357.0,58445.0,58469.0,58555.0,58600.0,58732.0,58773.0,58832.0,58860.0,58883.0,58945.0,58966.0,59049.0,59080.0,59135.0,59202.0,59331.0,59400.0,59548.0,59591.0,59617.0,59639.0,59697.0,59738.0,59760.0,59797.0,59820.0,59832.0,59846.0,59872.0,59890.0,59912.0,59947.0
5104420,61560.0,61625.0,61675.0,61746.0,61836.0,61939.0,62016.0,62116.0,62216.0,62258.0,62354.0,62403.0,62467.0,62542.0,62616.0,62655.0,62697.0,62808.0,62866.0,62913.0,63017.0,63110.0,63175.0,63255.0,63302.0,63338.0,63466.0,63517.0,63605.0,63629.0,63715.0,63760.0,63892.0,63933.0,63992.0,64020.0,64043.0,64105.0,64126.0,64209.0,64240.0,64295.0,64362.0,64491.0,64560.0,64708.0,64751.0,64777.0,64799.0,64857.0,64898.0,64920.0,64957.0,64980.0,64992.0,65006.0,65032.0,65050.0,65072.0,65107.0
5104424,79200.0,79250.0,79288.0,79343.0,79413.0,79487.0,79541.0,79608.0,79709.0,79751.0,79848.0,79877.0,79915.0,79959.0,80002.0,80024.0,80055.0,80135.0,80170.0,80198.0,80252.0,80316.0,80359.0,80413.0,80450.0,80477.0,80567.0,80603.0,80665.0,80690.0,80758.0,80783.0,80838.0,80871.0,80918.0,80941.0,80959.0,81009.0,81026.0,81093.0,81118.0,81163.0,81199.0,81268.0,81305.0,81385.0,81423.0,81449.0,81471.0,81529.0,81570.0,81592.0,81629.0,81652.0,81664.0,81678.0,81704.0,81722.0,81744.0,81779.0
5104532,40200.0,40263.0,40311.0,40380.0,40468.0,40553.0,40615.0,40680.0,40733.0,40755.0,40806.0,40841.0,40888.0,40943.0,40992.0,41018.0,41058.0,41162.0,41220.0,41268.0,41355.0,41446.0,41506.0,41580.0,41620.0,41651.0,41755.0,41796.0,41868.0,41892.0,41970.0,41998.0,42075.0,42109.0,42157.0,42180.0,42198.0,42248.0,42265.0,42332.0,42357.0,42403.0,42464.0,42582.0,42645.0,42780.0,42843.0,42869.0,42891.0,42949.0,42990.0,43012.0,43049.0,43072.0,43084.0,43098.0,43124.0,43142.0,43164.0,43199.0
5104534,49200.0,49262.0,49309.0,49376.0,49462.0,49557.0,49628.0,49691.0,49755.0,49782.0,49843.0,49884.0,49938.0,50001.0,50066.0,50100.0,50143.0,50257.0,50313.0,50360.0,50454.0,50537.0,50595.0,50668.0,50711.0,50748.0,50870.0,50918.0,51004.0,51028.0,51104.0,51131.0,51222.0,51258.0,51309.0,51334.0,51354.0,51408.0,51427.0,51499.0,51526.0,51575.0,51647.0,51785.0,51859.0,52018.0,52063.0,52089.0,52111.0,52169.0,52210.0,52232.0,52269.0,52292.0,52304.0,52318.0,52344.0,52362.0,52384.0,52419.0
5104536,58200.0,58265.0,58315.0,58386.0,58476.0,58579.0,58656.0,58756.0,58856.0,58898.0,58994.0,59043.0,59107.0,59182.0,59256.0,59295.0,59337.0,59448.0,59506.0,59553.0,59657.0,59750.0,59815.0,59895.0,59942.0,59978.0,60106.0,60157.0,60245.0,60269.0,60355.0,60400.0,60532.0,60573.0,60632.0,60660.0,60683.0,60745.0,60766.0,60849.0,60880.0,60935.0,61002.0,61131.0,61200.0,61348.0,61391.0,61417.0,61439.0,61497.0,61538.0,61560.0,61597.0,61620.0,61632.0,61646.0,61672.0,61690.0,61712.0,61747.0
5104538,67200.0,67265.0,67315.0,67386.0,67476.0,67579.0,67656.0,67756.0,67856.0,67898.0,67994.0,68043.0,68107.0,68182.0,68256.0,68295.0,68337.0,68448.0,68506.0,68553.0,68657.0,68750.0,68815.0,68895.0,68942.0,68978.0,69106.0,69157.0,69245.0,69269.0,69355.0,69400.0,69532.0,69573.0,69632.0,69660.0,69683.0,69745.0,69766.0,69849.0,69880.0,69935.0,70002.0,70131.0,70200.0,70348.0,70391.0,70417.0,70439.0,70497.0,70538.0,70560.0,70597.0,70620.0,70632.0,70646.0,70672.0,70690.0,70712.0,70747.0
5105505,35400.0,35461.0,35508.0,35575.0,35659.0,35753.0,35822.0,35896.0,35953.0,35977.0,36032.0,36070.0,36120.0,36179.0,36250.0,36288.0,36330.0,36441.0,36499.0,36546.0,36625.0,36713.0,36772.0,36845.0,36889.0,36920.0,37021.0,37061.0,37132.0,37156.0,37234.0,37262.0,37342.0,37377.0,37426.0,37450.0,37469.0,37521.0,37539.0,37608.0,37634.0,37680.0,37734.0,37839.0,37895.0,38016.0,38059.0,38085.0,38107.0,38165.0,38206.0,38228.0,38265.0,38288.0,38300.0,38314.0,38340.0,38358.0,38380.0,38415.0
5105507,44400.0,44462.0,44509.0,44576.0,44662.0,44757.0,44828.0,44891.0,44955.0,44982.0,45043.0,45084.0,45138.0,45201.0,45266.0,45300.0,45343.0,45457.0,45513.0,45560.0,45654.0,45737.0,45795.0,45868.0,45911.0,45948.0,46070.0,46118.0,46204.0,46228.0,46304.0,46331.0,46422.0,46458.0,46509.0,46534.0,46554.0,46608.0,46627.0,46699.0,46726.0,46775.0,46847.0,46985.0,47059.0,47218.0,47263.0,47289.0,47311.0,47369.0,47410.0,47432.0,47469.0,47492.0,47504.0,47518.0,47544.0,47562.0,47584.0,47619.0
5105511,62400.0,62465.0,62515.0,62586.0,62676.0,62779.0,62856.0,62956.0,63056.0,63098.0,63194.0,63243.0,63307.0,63382.0,63456.0,63495.0,63537.0,63648.0,63706.0,63753.0,63857.0,63950.0,64015.0,64095.0,64142.0,64178.0,64306.0,64357.0,64445.0,64469.0,64555.0,64600.0,64732.0,64773.0,64832.0,64860.0,64883.0,64945.0,64966.0,65049.0,65080.0,65135.0,65202.0,65331.0,65400.0,65548.0,65591.0,65617.0,65639.0,65697.0,65738.0,65760.0,65797.0,65820.0,65832.0,65846.0,65872.0,65890.0,65912.0,65947.0
5105513,72000.0,72054.0,72095.0,72154.0,72229.0,72316.0,72380.0,72451.0,72611.0,72678.0,72832.0,72872.0,72925.0,72988.0,73048.0,73079.0,73119.0,73223.0,73272.0,73312.0,73384.0,73456.0,73507.0,73571.0,73611.0,73635.0,73727.0,73763.0,73827.0,73851.0,73925.0,73949.0,74024.0,74061.0,74114.0,74139.0,74159.0,74215.0,74234.0,74308.0,74336.0,74385.0,74433.0,74525.0,74574.0,74679.0,74724.0,74750.0,74772.0,74830.0,74871.0,74893.0,74930.0,74953.0,74965.0,74979.0,75005.0,75023.0,75045.0,75080.0
5105609,64800.0,64865.0,64915.0,64986.0,65076.0,65179.0,65256.0,65356.0,65456.0,65498.0,65594.0,65643.0,65707.0,65782.0,65856.0,65895.0,65937.0,66048.0,66106.0,66153.0,66257.0,66350.0,66415.0,66495.0,66542.0,66578.0,66706.0,66757.0,66845.0,66869.0,66955.0,67000.0,67132.0,67173.0,67232.0,67260.0,67283.0,67345.0,67366.0,67449.0,67480.0,67535.0,67602.0,67731.0,67800.0,67948.0,67991.0,68017.0,68039.0,68097.0,68138.0,68160.0,68197.0,68220.0,68232.0,68246.0,68272.0,68290.0,68312.0,68347.0
5105611,73800.0,73854.0,73895.0,73954.0,74029.0,74116.0,74180.0,74251.0,74411.0,74478.0,74632.0,74672.0,74725.0,74788.0,74848.0,74879.0,74919.0,75023.0,75072.0,75112.0,75184.0,75256.0,75307.0,75371.0,75411.0,75435.0,75527.0,75563.0,75627.0,75651.0,75725.0,75749.0,75824.0,75861.0,75914.0,75939.0,75959.0,76015.0,76034.0,76108.0,76136.0,76185.0,76233.0,76325.0,76374.0,76479.0,76524.0,76550.0,76572.0,76630.0,76671.0,76693.0,76730.0,76753.0,76765.0,76779.0,76805.0,76823.0,76845.0,76880.0
5105613,81000.0,81050.0,81088.0,81143.0,81213.0,81287.0,81341.0,81408.0,81509.0,81551.0,81648.0,81677.0,81715.0,81759.0,81802.0,81824.0,81855.0,81935.0,81970.0,81998.0,82052.0,82116.0,82159.0,82213.0,82250.0,82277.0,82367.0,82403.0,82465.0,82490.0,82558.0,82583.0,82638.0,82671.0,82718.0,82741.0,82759.0,82809.0,82826.0,82893.0,82918.0,82963.0,82999.0,83068.0,83105.0,83185.0,83223.0,83249.0,83271.0,83329.0,83370.0,83392.0,83429.0,83452.0,83464.0,83478.0,83504.0,83522.0,83544.0,83579.0
5105968,33000.0,33061.0,33108.0,33175.0,33259.0,33353.0,33422.0,33496.0,33553.0,33577.0,33632.0,33670.0,33720.0,33779.0,33850.0,33888.0,33930.0,34041.0,34099.0,34146.0,34225.0,34313.0,34372.0,34445.0,34489.0,34520.0,34621.0,34661.0,34732.0,34756.0,34834.0,34862.0,34942.0,34977.0,35026.0,35050.0,35069.0,35121.0,35139.0,35208.0,35234.0,35280.0,35334.0,35439.0,35495.0,35616.0,35659.0,35685.0,35707.0,35765.0,35806.0,35828.0,35865.0,35888.0,35900.0,35914.0,35940.0,35958.0,35980.0,36015.0
5106618,28800.0,28861.0,28908.0,28975.0,29059.0,29153.0,29222.0,29296.0,29353.0,29377.0,29432.0,29470.0,29520.0,29579.0,29650.0,29688.0,29730.0,29841.0,29899.0,29946.0,30025.0,30113.0,30172.0,30245.0,30289.0,30320.0,30421.0,30461.0,30532.0,30556.0,30634.0,30662.0,30742.0,30777.0,30826.0,30850.0,30869.0,30921.0,30939.0,31008.0,31034.0,31080.0,31134.0,31239.0,31295.0,31416.0,31459.0,31485.0,31507.0,31565.0,31606.0,31628.0,31665.0,31688.0,31700.0,31714.0,31740.0,31758.0,31780.0,31815.0
5106622,46800.0,46862.0,46909.0,46976.0,47062.0,47157.0,47228.0,47291.0,47355.0,47382.0,47443.0,47484.0,47538.0,47601.0,47666.0,47700.0,47743.0,47857.0,47913.0,47960.0,48054.0,48137.0,48195.0,48268.0,48311.0,48348.0,48470.0,48518.0,48604.0,48628.0,48704.0,48731.0,48822.0,48858.0,48909.0,48934.0,48954.0,49008.0,49027.0,49099.0,49126.0,49175.0,49247.0,49385.0,49459.0,49618.0,49663.0,49689.0,49711.0,49769.0,49810.0,49832.0,49869.0,49892.0,49904.0,49918.0,49944.0,49962.0,49984.0,50019.0
5106627,75600.0,75650.0,75688.0,75743.0,75813.0,75887.0,75941.0,76008.0,76109.0,76151.0,76248.0,76277.0,76315.0,76359.0,76402.0,76424.0,76455.0,76535.0,76570.0,76598.0,76652.0,76716.0,76759.0,76813.0,76850.0,76877.0,76967.0,77003.0,77065.0,77090.0,77158.0,77183.0,77238.0,77271.0,77318.0,77341.0,77359.0,77409.0,77426.0,77493.0,77518.0,77563.0,77599.0,77668.0,77705.0,77785.0,77823.0,77849.0,77871.0,77929.0,77970.0,77992.0,78029.0,78052.0,78064.0,78078.0,78104.0,78122.0,78144.0,78179.0
5106629,82800.0,82850.0,82888.0,82943.0,83013.0,83087.0,83141.0,83208.0,83309.0,83351.0,83448.0,83477.0,83515.0,83559.0,83602.0,83624.0,83655.0,83735.0,83770.0,83798.0,83852.0,83916.0,83959.0,84013.0,84050.0,84077.0,84167.0,84203.0,84265.0,84290.0,84358.0,84383.0,84438.0,84471.0,84518.0,84541.0,84559.0,84609.0,84626.0,84693.0,84718.0,84763.0,84799.0,84868.0,84905.0,84985.0,85023.0,85049.0,85071.0,85129.0,85170.0,85192.0,85229.0,85252.0,85264.0,85278.0,85304.0,85322.0,85344.0,85379.0
5106846,54000.0,54065.0,54115.0,54186.0,54276.0,54379.0,54456.0,54556.0,54656.0,54698.0,54794.0,54843.0,54907.0,54982.0,55056.0,55095.0,55137.0,55248.0,55306.0,55353.0,55457.0,55550.0,55615.0,55695.0,55742.0,55778.0,55906.0,55957.0,56045.0,56069.0,56155.0,56200.0,56332.0,56373.0,56432.0,56460.0,56483.0,56545.0,56566.0,56649.0,56680.0,56735.0,56802.0,56931.0,57000.0,57148.0,57191.0,57217.0,57239.0,57297.0,57338.0,57360.0,57397.0,57420.0,57432.0,57446.0,57472.0,57490.0,57512.0,57547.0
5108428,59700.0,59765.0,59815.0,59886.0,59976.0,60079.0,60156.0,60256.0,60356.0,60398.0,60494.0,60543.0,60607.0,60682.0,60756.0,60795.0,60837.0,60948.0,61006.0,61053.0,61157.0,61250.0,61315.0,61395.0,61442.0,61478.0,61606.0,61657.0,61745.0,61769.0,61855.0,61900.0,62032.0,62073.0,62132.0,62160.0,62183.0,62245.0,62266.0,62349.0,62380.0,62435.0,62502.0,62631.0,62700.0,62848.0,62891.0,62917.0,62939.0,62997.0,63038.0,63060.0,63097.0,63120.0,63132.0,63146.0,63172.0,63190.0,63212.0,63247.0
5108814,52800.0,52862.0,52909.0,52976.0,53062.0,53157.0,53228.0,53291.0,53355.0,53382.0,53443.0,53484.0,53538.0,53601.0,53666.0,53700.0,53743.0,53857.0,53913.0,53960.0,54054.0,54137.0,54195.0,54268.0,54311.0,54348.0,54470.0,54518.0,54604.0,54628.0,54704.0,54731.0,54822.0,54858.0,54909.0,54934.0,54954.0,55008.0,55027.0,55099.0,55126.0,55175.0,55247.0,55385.0,55459.0,55618.0,55663.0,55689.0,55711.0,55769.0,55810.0,55832.0,55869.0,55892.0,55904.0,55918.0,55944.0,55962.0,55984.0,56019.0
5110001,26640.0,26702.0,26749.0,26817.0,26904.0,27008.0,27085.0,27193.0,27252.0,27277.0,27333.0,27364.0,27405.0,27454.0,27518.0,27552.0,27590.0,27689.0,27737.0,27776.0,27848.0,27916.0,27973.0,28044.0,28093.0,28121.0,28229.0,28272.0,28347.0,28371.0,28445.0,28478.0,28535.0,28572.0,28625.0,28650.0,28670.0,28726.0,28745.0,28819.0,28847.0,28898.0,28937.0,29013.0,29054.0,29141.0,29192.0,29218.0,29240.0,29298.0,29339.0,29361.0,29398.0,29421.0,29433.0,29447.0,29473.0,29491.0,29513.0,29548.0
5110004,48000.0,48062.0,48109.0,48176.0,48262.0,48357.0,48428.0,48491.0,48555.0,48582.0,48643.0,48684.0,48738.0,48801.0,48866.0,48900.0,48943.0,49057.0,49113.0,49160.0,49254.0,49337.0,49395.0,49468.0,49511.0,49548.0,49670.0,49718.0,49804.0,49828.0,49904.0,49931.0,50022.0,50058.0,50109.0,50134.0,50154.0,50208.0,50227.0,50299.0,50326.0,50375.0,50447.0,50585.0,50659.0,50818.0,50863.0,50889.0,50911.0,50969.0,51010.0,51032.0,51069.0,51092.0,51104.0,51118.0,51144.0,51162.0,51184.0,51219.0
5110008,66000.0,66065.0,66115.0,66186.0,66276.0,66379.0,66456.0,66556.0,66656.0,66698.0,66794.0,66843.0,66907.0,66982.0,67056.0,67095.0,67137.0,67248.0,67306.0,67353.0,67457.0,67550.0,67615.0,67695.0,67742.0,67778.0,67906.0,67957.0,68045.0,68069.0,68155.0,68200.0,68332.0,68373.0,68432.0,68460.0,68483.0,68545.0,68566.0,68649.0,68680.0,68735.0,68802.0,68931.0,69000.0,69148.0,69191.0,69217.0,69239.0,69297.0,69338.0,69360.0,69397.0,69420.0,69432.0,69446.0,69472.0,69490.0,69512.0,69547.0
5110868,30000.0,30061.0,30108.0,30175.0,30259.0,30353.0,30422.0,30496.0,30553.0,30577.0,30632.0,30670.0,30720.0,30779.0,30850.0,30888.0,30930.0,31041.0,31099.0,31146.0,31225.0,31313.0,31372.0,31445.0,31489.0,31520.0,31621.0,31661.0,31732.0,31756.0,31834.0,31862.0,31942.0,31977.0,32026.0,32050.0,32069.0,32121.0,32139.0,32208.0,32234.0,32280.0,32334.0,32439.0,32495.0,32616.0,32659.0,32685.0,32707.0,32765.0,32806.0,32828.0,32865.0,32888.0,32900.0,32914.0,32940.0,32958.0,32980.0,33015.0
5110874,57480.0,57545.0,57595.0,57666.0,57756.0,57859.0,57936.0,58036.0,58136.0,58178.0,58274.0,58323.0,58387.0,58462.0,58536.0,58575.0,58617.0,58728.0,58786.0,58833.0,58937.0,59030.0,59095.0,59175.0,59222.0,59258.0,59386.0,59437.0,59525.0,59549.0,59635.0,59680.0,59812.0,59853.0,59912.0,59940.0,59963.0,60025.0,60046.0,60129.0,60160.0,60215.0,60282.0,60411.0,60480.0,60628.0,60671.0,60697.0,60719.0,60777.0,60818.0,60840.0,60877.0,60900.0,60912.0,60926.0,60952.0,60970.0,60992.0,61027.0
5112637,31200.0,31261.0,31308.0,31375.0,31459.0,31553.0,31622.0,31696.0,31753.0,31777.0,31832.0,31870.0,31920.0,31979.0,32050.0,32088.0,32130.0,32241.0,32299.0,32346.0,32425.0,32513.0,32572.0,32645.0,32689.0,32720.0,32821.0,32861.0,32932.0,32956.0,33034.0,33062.0,33142.0,33177.0,33226.0,33250.0,33269.0,33321.0,33339.0,33408.0,33434.0,33480.0,33534.0,33639.0,33695.0,33816.0,33859.0,33885.0,33907.0,33965.0,34006.0,34028.0,34065.0,34088.0,34100.0,34114.0,34140.0,34158.0,34180.0,34215.0
5112894,36900.0,36963.0,37011.0,37080.0,37168.0,37253.0,37315.0,37380.0,37433.0,37455.0,37506.0,37541.0,37588.0,37643.0,37692.0,37718.0,37758.0,37862.0,37920.0,37968.0,38055.0,38146.0,38206.0,38280.0,38320.0,38351.0,38455.0,38496.0,38568.0,38592.0,38670.0,38698.0,38775.0,38809.0,38857.0,38880.0,38898.0,38948.0,38965.0,39032.0,39057.0,39103.0,39164.0,39282.0,39345.0,39480.0,39543.0,39569.0,39591.0,39649.0,39690.0,39712.0,39749.0,39772.0,39784.0,39798.0,39824.0,39842.0,39864.0,39899.0
5112896,45600.0,45662.0,45709.0,45776.0,45862.0,45957.0,46028.0,46091.0,46155.0,46182.0,46243.0,46284.0,46338.0,46401.0,46466.0,46500.0,46543.0,46657.0,46713.0,46760.0,46854.0,46937.0,46995.0,47068.0,47111.0,47148.0,47270.0,47318.0,47404.0,47428.0,47504.0,47531.0,47622.0,47658.0,47709.0,47734.0,47754.0,47808.0,47827.0,47899.0,47926.0,47975.0,48047.0,48185.0,48259.0,48418.0,48463.0,48489.0,48511.0,48569.0,48610.0,48632.0,48669.0,48692.0,48704.0,48718.0,48744.0,48762.0,48784.0,48819.0
5112898,63600.0,63665.0,63715.0,63786.0,63876.0,63979.0,64056.0,64156.0,64256.0,64298.0,64394.0,64443.0,64507.0,64582.0,64656.0,64695.0,64737.0,64848.0,64906.0,64953.0,65057.0,65150.0,65215.0,65295.0,65342.0,65378.0,65506.0,65557.0,65645.0,65669.0,65755.0,65800.0,65932.0,65973.0,66032.0,66060.0,66083.0,66145.0,66166.0,66249.0,66280.0,66335.0,66402.0,66531.0,66600.0,66748.0,66791.0,66817.0,66839.0,66897.0,66938.0,66960.0,66997.0,67020.0,67032.0,67046.0,67072.0,67090.0,67112.0,67147.0
5113180,68400.0,68454.0,68495.0,68554.0,68629.0,68716.0,68780.0,68851.0,69011.0,69078.0,69232.0,69272.0,69325.0,69388.0,69448.0,69479.0,69519.0,69623.0,69672.0,69712.0,69784.0,69856.0,69907.0,69971.0,70011.0,70035.0,70127.0,70163.0,70227.0,70251.0,70325.0,70349.0,70424.0,70461.0,70514.0,70539.0,70559.0,70615.0,70634.0,70708.0,70736.0,70785.0,70833.0,70925.0,70974.0,71079.0,71124.0,71150.0,71172.0,71230.0,71271.0,71293.0,71330.0,71353.0,71365.0,71379.0,71405.0,71423.0,71445.0,71480.0
5116589,25500.0,25562.0,25609.0,25677.0,25764.0,25868.0,25945.0,26053.0,26112.0,26137.0,26193.0,26224.0,26265.0,26314.0,26378.0,26412.0,26450.0,26549.0,26597.0,26636.0,26708.0,26776.0,26833.0,26904.0,26953.0,26981.0,27089.0,27132.0,27207.0,27231.0,27305.0,27338.0,27395.0,27432.0,27485.0,27510.0,27530.0,27586.0,27605.0,27679.0,27707.0,27758.0,27797.0,27873.0,27914.0,28001.0,28052.0,28078.0,28100.0,28158.0,28199.0,28221.0,28258.0,28281.0,28293.0,28307.0,28333.0,28351.0,28373.0,28408.0
5116591,42000.0,42063.0,42111.0,42180.0,42268.0,42353.0,42415.0,42480.0,42533.0,42555.0,42606.0,42641.0,42688.0,42743.0,42792.0,42818.0,42858.0,42962.0,43020.0,43068.0,43155.0,43246.0,43306.0,43380.0,43420.0,43451.0,43555.0,43596.0,43668.0,43692.0,43770.0,43798.0,43875.0,43909.0,43957.0,43980.0,43998.0,44048.0,44065.0,44132.0,44157.0,44203.0,44264.0,44382.0,44445.0,44580.0,44643.0,44669.0,44691.0,44749.0,44790.0,44812.0,44849.0,44872.0,44884.0,44898.0,44924.0,44942.0,44964.0,44999.0
5116599,77400.0,77450.0,77488.0,77543.0,77613.0,77687.0,77741.0,77808.0,77909.0,77951.0,78048.0,78077.0,78115.0,78159.0,78202.0,78224.0,78255.0,78335.0,78370.0,78398.0,78452.0,78516.0,78559.0,78613.0,78650.0,78677.0,78767.0,78803.0,78865.0,78890.0,78958.0,78983.0,79038.0,79071.0,79118.0,79141.0,79159.0,79209.0,79226.0,79293.0,79318.0,79363.0,79399.0,79468.0,79505.0,79585.0,79623.0,79649.0,79671.0,79729.0,79770.0,79792.0,79829.0,79852.0,79864.0,79878.0,79904.0,79922.0,79944.0,79979.0
5116601,84600.0,84650.0,84688.0,84743.0,84813.0,84887.0,84941.0,85008.0,85109.0,85151.0,85248.0,85277.0,85315.0,85359.0,85402.0,85424.0,85455.0,85535.0,85570.0,85598.0,85652.0,85716.0,85759.0,85813.0,85850.0,85877.0,85967.0,86003.0,86065.0,86090.0,86158.0,86183.0,86238.0,86271.0,86318.0,86341.0,86359.0,86409.0,86426.0,86493.0,86518.0,86563.0,86599.0,86668.0,86705.0,86785.0,86823.0,86849.0,86871.0,86929.0,86970.0,86992.0,87029.0,87052.0,87064.0,87078.0,87104.0,87122.0,87144.0,87179.0
